title,link,source,date,snippet,thumbnail
國慶晚會重返台中市 雙十焰火首次在南投,https://tw.news.yahoo.com/%E5%9C%8B%E6%85%B6%E6%99%9A%E6%9C%83%E9%87%8D%E8%BF%94%E5%8F%B0%E4%B8%AD%E5%B8%82-%E9%9B%99%E5%8D%81%E7%84%B0%E7%81%AB%E9%A6%96%E6%AC%A1%E5%9C%A8%E5%8D%97%E6%8A%95-194724561.html,"{'name': '奇摩新聞', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://tw.news.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","07/08/2025, 07:00 AM, +0000 UTC",,https://s.yimg.com/ny/api/res/1.2/IKy.Z0z9LBu5GEo7PaBCEQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTQyNw--/https://media.zenfs.com/ko/cardu.com.tw/f8d03f0d7f4b33ff2b724712b3c87284
2025國慶煙火在南投！時間、地點、最佳觀賞點與交通攻略,https://www.gvm.com.tw/article/124269,"{'name': '遠見雜誌', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.gvm.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL', 'authors': ['張眞']}","09/12/2025, 07:00 AM, +0000 UTC",,https://imgs.gvm.com.tw/upload/gallery/20250901/213076.jpg
汪浩時間》賴總統雙十節可以談什麼？,https://talk.ltn.com.tw/article/breakingnews/5182633,"{'name': '自由評論網', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://talk.ltn.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL', 'authors': ['汪浩']}","09/19/2025, 07:00 AM, +0000 UTC",,https://img.ltn.com.tw/Upload/talk/page/800S/2025/09/18/phpamf3qt.jpg
今年國慶主視覺評價兩極　網翻小英時期8設計：沒比較沒傷害,https://www.mirrormedia.mg/story/20250903edi038,"{'name': '鏡週刊Mirror Media', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.mirrormedia.mg&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/03/2025, 07:00 AM, +0000 UTC",,https://v3-statics.mirrormedia.mg/images/365a7098-7e51-48f0-bbf5-0afe25c6c5c6.jpg
筆刷揮灑「雙十」 國慶主視覺評價兩極…慶籌會：莫蘭迪色比較沈穩,https://udn.com/news/story/6656/8979039,"{'name': '聯合新聞網', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://udn.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/02/2025, 07:00 AM, +0000 UTC",,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2025/09/02/realtime/33050020.jpg&x=0&y=0&sw=0&sh=0&sl=W&fw=800&exp=3600
僑委會文化訪問團慶雙十 當代樂坊紐西蘭展現臺灣風華|大洋洲,https://ocacnews.net/article/409773,"{'name': '僑務電子報', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://ocacnews.net&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/05/2025, 07:00 AM, +0000 UTC",,https://ocacnews.net/storage/articleImages/20251003/WM_51t7f8HeMc8IiBpU9HhQqYIG1z65YXV8P0Y1BM87.jpg
全民10月連續兩週放連假！ 中秋及雙十連假「離島航線」明日上午9點開搶,https://tw.news.yahoo.com/%E5%85%A8%E6%B0%9110%E6%9C%88%E9%80%A3%E7%BA%8C%E5%85%A9%E9%80%B1%E6%94%BE%E9%80%A3%E5%81%87-%E4%B8%AD%E7%A7%8B%E5%8F%8A%E9%9B%99%E5%8D%81%E9%80%A3%E5%81%87-%E9%9B%A2%E5%B3%B6%E8%88%AA%E7%B7%9A-%E6%98%8E%E6%97%A5%E4%B8%8A%E5%8D%889%E9%BB%9E%E9%96%8B%E6%90%B6-020000591.html,"{'name': '奇摩新聞', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://tw.news.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","08/02/2025, 07:00 AM, +0000 UTC",,https://s.yimg.com/ny/api/res/1.2/gs3Xq6_vx18lELEP8oBHEg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTM2MA--/https://media.zenfs.com/ko/ftnn_com_tw_939/a0c29383017b4a103e52abb3a931f19e
2025三義木雕藝術節雙十連假登場 賞木雕遊山城！,https://17news.net/archives/299251,"{'name': '民生好報', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://17news.net&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/03/2025, 02:02 PM, +0000 UTC",,https://17news.net/wp-content/uploads/2025/10/eb04a20ae551e82.webp
《銀魂劇場版 2D 真選組動亂篇》10/9上映，雙十節「銀時生日特別場」北中南登場,https://www.4gamers.com.tw/news/detail/74491/gintama-film-animation-release-in-taiwan-2025,"{'name': '4Gamers', 'icon': 'https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.4gamers.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/02/2025, 10:13 AM, +0000 UTC",,https://img.4gamers.com.tw/news-image/c8fc6f9b-7edf-4240-ac88-cf73b01caebc.jpg
雙十節學生歌唱賽 菲律賓青年展現音樂才華|亞洲,https://ocacnews.net/article/408277,"{'name': '僑務電子報', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://ocacnews.net&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/17/2025, 07:00 AM, +0000 UTC",,https://ocacnews.net/storage/articleImages/20250916/WM_ihdUWnmJjr8Li2LDWmcEs9IpmvYDuTmEs1Kr7NQQ.jpg
洛杉磯僑胞提前慶祝雙十高爾夫球場飄台灣國旗| 政治,https://www.cna.com.tw/news/aipl/202509110028.aspx,"{'name': '中央社 CNA', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.cna.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/11/2025, 07:00 AM, +0000 UTC",,https://imgcdn.cna.com.tw/www/WebPhotos/800/20250911/1365x768_wmky_0_C20250911000016.jpg
胡瓜扛雙十晚會「台灣味」重任　預告邀「封麥30年」巨星當彩蛋 | 娛樂 | CTWANT,https://www.ctwant.com/article/449765/,"{'name': 'CTWANT', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.ctwant.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/04/2025, 05:18 AM, +0000 UTC",,https://static.ctwant.com/images/cover/65/449765/md-5c0659bc5710556204a70b1818af7c16.jpg
討論牆 | 2023「雙十節」緣起是武昌起義！今年國慶煙火在台中，這裡搶先看國慶週活動！,https://today.line.me/hk/v3/posts/list/article/3N9vkrZ,"{'name': 'LINE TODAY', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://today.line.me&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/11/2025, 06:25 AM, +0000 UTC",,https://today-obs.line-scdn.net/0hR_MT3bJsDXBwLR4ImvJyJ0h7AQFDSxd5UkNHEQcoVUdbAUhzHBteEwB9UFwOGEMuUB9CQ1F6UUlYGxkiSg/w1200
雙十節快來了！114年國慶記者會,https://live.setn.com/live/4021,"{'name': '三立新聞網SETN.com', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://live.setn.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","03/09/2025, 10:12 PM, +0000 UTC",,https://img.youtube.com/vi/g8dmu1lL0Zg/mqdefault.jpg
胡瓜扛雙十晚會！領卡司唱出台灣味 驚曝「封麥30年」巨星當彩蛋,https://tw.news.yahoo.com/%E8%83%A1%E7%93%9C%E6%89%9B%E9%9B%99%E5%8D%81%E6%99%9A%E6%9C%83-%E9%A0%98%E5%8D%A1%E5%8F%B8%E5%94%B1%E5%87%BA%E5%8F%B0%E7%81%A3%E5%91%B3-%E9%A9%9A%E6%9B%9D-%E5%B0%81%E9%BA%A530%E5%B9%B4-%E5%B7%A8%E6%98%9F%E7%95%B6%E5%BD%A9%E8%9B%8B-084400666.html,"{'name': '奇摩新聞', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://tw.news.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/04/2025, 08:44 AM, +0000 UTC",,https://s.yimg.com/ny/api/res/1.2/YmUy6O_Sh0x84TRL132mmQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTMzNQ--/https://media.zenfs.com/ko/ebc_star_440/33f9b67db4795f168b6ed7a854f37c8d
雙十節金正恩閱兵「秘密武器」亮相 俄國軍事專家：朝鮮將擁有打擊美國美本的超音速飛彈,https://rwnews.tw/article.php?news=23012,"{'name': 'rwnews.tw', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://rwnews.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/23/2025, 07:00 AM, +0000 UTC",,https://rwnews.tw/upload/newstemp_23012/wide_i2g7ui0_messageImage_1758585347675.jpg
雙十國慶將至...汪浩給賴總統談話三點建議「深化中華民國台灣」：穩固台灣主體性,https://www.fountmedia.io/article/306222,"{'name': '放言Fount Media', 'icon': 'https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.fountmedia.io&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/12/2025, 07:00 AM, +0000 UTC",,https://fountmedia.s3.ap-northeast-1.amazonaws.com/article/02/22/306222_5631.webp
快新聞／歡慶雙十國慶！總統府周邊分階段交管 時間、範圍一次看,https://www.ftvnews.com.tw/news/detail/2025923W0118,"{'name': '民視新聞網', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.ftvnews.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/23/2025, 07:00 AM, +0000 UTC",,https://cdn.ftvnews.com.tw/manasystem/FileData/News/8740c856-ef3d-4d20-8236-e2c3e81c545e.jpg
苗栗縣立圖書館推「雙十誕生民主國閱讀培養智慧家」主題邀親子聆聽故事大團圓| 王秀禾 | 地方新聞,https://www.storm.mg/article/11067923,"{'name': '風傳媒', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.storm.mg&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/16/2025, 07:00 AM, +0000 UTC",,https://images.storm.mg/cloud/0bf936b638769c97f3bcc15b3ad29c94485bca3b.webp?url=s3%3A%2F%2Fnew-storm-public-resource%2Fgallery%2F2082760%2FQjwjGPSVGISZ6Ycssgb3jRcaGlgr3o9YF7TZvY2C.jpg&g=sm&h=675&resize=fill&w=1200
中秋、雙十節連假 　離島機票8/4開放訂位,https://money.udn.com/money/story/122328/8911128,"{'name': '經濟日報', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://money.udn.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","08/01/2025, 07:00 AM, +0000 UTC",,https://money.udn.com/SSI/ednvip/default_logo/logo_1280.png
南投國慶焰火搶先看 試放時間、規模、最佳觀賞點全曝光,https://udn.com/news/story/7325/8989186,"{'name': '聯合新聞網', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://udn.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/07/2025, 07:00 AM, +0000 UTC",,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2025/09/07/realtime/33083058.jpg&x=0&y=0&sw=0&sh=0&sl=W&fw=800&exp=3600
台關注雙十節後 大陸會否圍台軍演,https://hk.on.cc/hk/bkn/cnt/news/20251003/bkn-20251003150012574-1003_00822_001.html,"{'name': 'on.cc東網', 'icon': 'https://encrypted-tbn2.gstatic.com/faviconV2?url=https://hk.on.cc&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/03/2025, 07:05 AM, +0000 UTC",,https://hk.on.cc/cnt/news/20251003/photo/bkn-20251003150012574-1003_00822_001_01b.jpg?20251003150012
114 年中華民國十月慶典活動開放報名- 駐韓國台北代表部Taipei Mission in Korea,https://www.roc-taiwan.org/kr/post/14958.html,"{'name': 'ROC Taiwan.org', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.roc-taiwan.org&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","07/24/2025, 04:41 AM, +0000 UTC",,https://www.roc-taiwan.org/uploads/sites/55/2025/07/%E5%9C%8B%E6%85%B6.jpg
「國慶主視覺」出爐被嫌醜！韓國瑜解答設計理念：向歷史致敬,https://tw.news.yahoo.com/%E5%9C%8B%E6%85%B6%E4%B8%BB%E8%A6%96%E8%A6%BA-%E5%87%BA%E7%88%90%E8%A2%AB%E5%AB%8C%E9%86%9C-%E9%9F%93%E5%9C%8B%E7%91%9C%E8%A7%A3%E7%AD%94%E8%A8%AD%E8%A8%88%E7%90%86%E5%BF%B5-%E5%90%91%E6%AD%B7%E5%8F%B2%E8%87%B4%E6%95%AC-213200462.html,"{'name': '奇摩新聞', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://tw.news.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/03/2025, 07:00 AM, +0000 UTC",,https://s.yimg.com/ny/api/res/1.2/nW.DmsNIXg79iNA.0lRR1A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTY0MA--/https://media.zenfs.com/zh-tw/setn.com.tw/db54d7c0e533f260e025696ecc1e938b
矢板明夫：產經「雙十節特輯」50年傳統斷了,https://tw.news.yahoo.com/%E7%9F%A2%E6%9D%BF%E6%98%8E%E5%A4%AB-%E7%94%A2%E7%B6%93-%E9%9B%99%E5%8D%81%E7%AF%80%E7%89%B9%E8%BC%AF-50%E5%B9%B4%E5%82%B3%E7%B5%B1%E6%96%B7%E4%BA%86-024455542.html,"{'name': '奇摩新聞', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://tw.news.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","03/23/2025, 07:00 AM, +0000 UTC",,https://s.yimg.com/ny/api/res/1.2/eCar.s2f0zcfAYa5AbV_1g--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTU4OA--/https://media.zenfs.com/en/nownews.com/f50e54e1dcd6b94a4e93d616027eb6b1
高鐵史上最優5折票！中秋節、雙十節4連假「15萬張早鳥票」何時開賣、未來自由座不再隨到隨搭？,https://www.businesstoday.com.tw/article/category/183030/post/202508210007/,"{'name': '今周刊', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.businesstoday.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","08/22/2025, 07:00 AM, +0000 UTC",,https://doqvf81n9htmm.cloudfront.net/data/crop_article/177399/shutterstock_2599218933_20250820171246_20250821101448.jpg_1140x855_1140x855.jpg
明早搶票！中秋及雙十節2連假澎湖、金門、馬祖航線4日開放訂位| 生活,https://newtalk.tw/news/view/2025-08-03/985647,"{'name': 'Newtalk新聞', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://newtalk.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","08/03/2025, 07:00 AM, +0000 UTC",,https://images.newtalk.tw/resize_action2/600/album/news/943/67246a25db146.jpg
中秋、雙十連假離島管制航線 4日開放訂位,https://www.matsu-news.gov.tw/news/article/233871,"{'name': 'matsu-news.gov.tw', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.matsu-news.gov.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","08/02/2025, 07:00 AM, +0000 UTC",,https://www.matsu-news.gov.tw/uploads/news/20250801232159_16.jpg
2025 雙十國慶煙火在南投！試放時間、最佳觀賞點、交通管制⋯一次看！,https://www.juksy.com/article/136410,"{'name': 'JUKSY 街星', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.juksy.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/11/2025, 07:00 AM, +0000 UTC",,https://assets.juksy.com/files/articles/136410/68c26f75c2640.jpg
2025.10.10~12 基隆市-基隆微風東岸(雙十節),https://www.twmarket.tw/2025-10-1012-%E5%9F%BA%E9%9A%86%E5%B8%82-%E5%9F%BA%E9%9A%86%E5%BE%AE%E9%A2%A8%E6%9D%B1%E5%B2%B8%E9%9B%99%E5%8D%81%E7%AF%80/,"{'name': '台灣最新文創市集twmarket', 'icon': 'https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.twmarket.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","07/25/2025, 07:00 AM, +0000 UTC",,https://i0.wp.com/www.twmarket.tw/wp-content/uploads/2025/05/EAST-COAST-by-BREEZE-H.jpg?fit=1200%2C900&ssl=1
籲南投823發出第一發反罷煙火韓國瑜：雙十節再快樂到南投看國慶煙火| 政治焦點,https://www.taisounds.com/news/content/71/207961,"{'name': '太報 TaiSounds', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.taisounds.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","08/15/2025, 07:00 AM, +0000 UTC",,https://image.taisounds.com/newsimages/img/2025/0815/c23b89553b274cc5a49edca6e93a075b.jpg
國慶大會限量500名額現場觀禮！9/4-9/11開放民眾線上報名抽籤,https://tw.news.yahoo.com/%E5%9C%8B%E6%85%B6%E5%A4%A7%E6%9C%83%E9%99%90%E9%87%8F500%E5%90%8D%E9%A1%8D%E7%8F%BE%E5%A0%B4%E8%A7%80%E7%A6%AE-9-4-9-11%E9%96%8B%E6%94%BE%E6%B0%91%E7%9C%BE%E7%B7%9A%E4%B8%8A%E5%A0%B1%E5%90%8D%E6%8A%BD%E7%B1%A4-055659515.html,"{'name': '奇摩新聞', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://tw.news.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/03/2025, 07:00 AM, +0000 UTC",,https://s.yimg.com/ny/api/res/1.2/cnpYS0TRdcjRZ2NA_DgAYQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTY0MA--/https://media.zenfs.com/zh-tw/gotv_ctitv_com_tw_678/d945e2567ed18bc8a0d7e0ff9ff48d38
明早搶票！中秋及雙十節2連假 澎湖、金門、馬祖航線4日開放訂位 | 新頭殼,https://today.line.me/tw/v3/article/eLMXyMZ,"{'name': 'LINE TODAY', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://today.line.me&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","08/03/2025, 07:00 AM, +0000 UTC",,https://today-obs.line-scdn.net/0hLEcHdgN4E2peMQ2CGypsPWZnHxttVwljfFBaBC5jHQghHQdsNgRACXxiSEYgBAM8flUMCX8xSF4gCANrZg/w1200
金門雙十節協調加班機9/30開放9時訂位,https://www.marketersgo.com/uncategorized/202509/%E9%87%91%E9%96%80%E9%9B%99%E5%8D%81%E7%AF%80%E5%8D%94%E8%AA%BF%E5%8A%A0%E7%8F%AD%E6%A9%9F9-30%E9%96%8B%E6%94%BE9%E6%99%82%E8%A8%82%E4%BD%8D/,"{'name': '行銷人', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.marketersgo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/24/2025, 10:53 PM, +0000 UTC",,https://twpowernews.com/Uploadfile/202509/497468d3b756c5db9.jpg
中秋雙十連假離島機票 8/4起開搶,https://tw.news.yahoo.com/%E4%B8%AD%E7%A7%8B%E9%9B%99%E5%8D%81%E9%80%A3%E5%81%87%E9%9B%A2%E5%B3%B6%E6%A9%9F%E7%A5%A8-8-4%E8%B5%B7%E9%96%8B%E6%90%B6-044144940.html,"{'name': '奇摩新聞', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://tw.news.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","08/01/2025, 07:00 AM, +0000 UTC",,https://s.yimg.com/ny/api/res/1.2/YDquALnAgbSCxhKMHMRNQA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTQ4MA--/https://media.zenfs.com/ko/nownews.com/78873f2dea464d7434022c8febca0d0e
金門縣府啟動教師節、中秋及雙十未訂妥機位鄉親需求調查,https://886.news/archives/288832,"{'name': '台灣新聞雲', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://886.news&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/12/2025, 07:00 AM, +0000 UTC",,https://i0.wp.com/886.news/wp-content/uploads/2025/09/20250911E4B88BE58D8AE5B9B4E69CAAE8A882E5A6A5E6A99FE4BD8DE8AABFE69FA58401558543672682052.jpg?resize=840%2C518&ssl=1
影／台灣設計展雙十節彰化登場17天展覽還有音樂祭、光雕秀| 時事,https://video.udn.com/news/1312390,"{'name': '聯合影音', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://video.udn.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/17/2025, 07:00 AM, +0000 UTC",,
中秋、雙十連假機票8月4日開搶！台金航線釋出近8萬座位,https://money.udn.com/money/story/122328/8912134,"{'name': '經濟日報', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://money.udn.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL', 'authors': ['蔡家蓁']}","08/01/2025, 07:00 AM, +0000 UTC",,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2025/08/01/realtime/32791965.png&x=0&y=0&sw=0&sh=0&sl=W&fw=1200&exp=3600
中秋雙十節連假！離島17.4萬座位 8/4上午9時開放訂位,https://www.knews.com.tw/news/1FA3A2896D3964DFB5CD3003B1275D66,"{'name': '知新聞', 'icon': 'https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.knews.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","08/03/2025, 07:00 AM, +0000 UTC",,https://static.kmedia.com.tw/prd/2025/0115/photo/f88e801cbe1ae7f7a233978df99350ce.webp
國慶主視覺藍紅筆刷揮灑雙十 4日起登記抽大典觀禮500名額,https://udn.com/news/story/7314/8978736,"{'name': '聯合新聞網', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://udn.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/02/2025, 07:00 AM, +0000 UTC",,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2025/09/02/realtime/33049038.jpg&x=0&y=0&sw=0&sh=0&sl=W&fw=800&exp=3600
歡慶雙十 僑胞返台最高可獲4千元新台幣補助,https://www.epochtimes.com/b5/25/7/15/n14551631.htm,"{'name': '大紀元', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.epochtimes.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","07/15/2025, 07:00 AM, +0000 UTC",,https://www.epochtimes.com/assets/uploads/2025/07/id14551654-2025BN-e1752548769369.png
中秋雙十連假離島疏運 8月4日上午9時起開放訂位,https://money.udn.com/money/story/122328/8911014,"{'name': '經濟日報', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://money.udn.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","08/01/2025, 07:00 AM, +0000 UTC",,https://money.udn.com/SSI/ednvip/default_logo/logo_1280.png
中秋雙十連假臺金機票 8/4 上午 9 時開放訂位,https://news.owlting.com/articles/1090414,"{'name': 'OwlNews', 'icon': 'https://encrypted-tbn2.gstatic.com/faviconV2?url=https://news.owlting.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","08/01/2025, 07:00 AM, +0000 UTC",,https://d1b8dyiuti31bx.cloudfront.net/NewsPhotos/20250801/115_214324856860.png
9/13-9/17啟動教師中秋雙十未訂妥臺金機位需求調查,https://news.pchome.com.tw/living/greatnews/20250913/index-75772574091014209009.html,"{'name': 'PChome Online 新聞', 'icon': 'https://encrypted-tbn2.gstatic.com/faviconV2?url=https://news.pchome.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/13/2025, 07:00 AM, +0000 UTC",,https://news.pchome.com.tw/newsdata/living/greatnews/20250913/75772574091014209009.jpg
雙十節舉辦2025花蓮太平洋洄瀾鐵人三項賽，公路局：「瘋三鐵」8/25日才申請路權，隨即函復請調整活動時間或避開省道路線。,https://www.kingtop.com.tw/detail.php?type=lastest&id=42125,"{'name': '台灣華報', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.kingtop.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","09/12/2025, 07:00 AM, +0000 UTC",,https://www.kingtop.com.tw/uploadfiles/l/20250912222913_49618.jpeg
台灣國慶主視覺設計引爭議 背後的「中華民國vs.台灣」話語權爭奪,https://www.bbc.com/zhongwen/trad/chinese-news-69401657,"{'name': 'BBC', 'icon': 'https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.bbc.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/09/2024, 07:00 AM, +0000 UTC",,https://ichef.bbci.co.uk/news/1024/branded_zhongwen/CCB0/production/_133600425_whatsubject.jpg
新／中秋及雙十節連假 離島機票8／4開放訂位,https://tw.news.yahoo.com/%E6%96%B0-%E4%B8%AD%E7%A7%8B%E5%8F%8A%E9%9B%99%E5%8D%81%E7%AF%80%E9%80%A3%E5%81%87-%E9%9B%A2%E5%B3%B6%E6%A9%9F%E7%A5%A88-4%E9%96%8B%E6%94%BE%E8%A8%82%E4%BD%8D-053700775.html,"{'name': '奇摩新聞', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://tw.news.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","08/01/2025, 07:00 AM, +0000 UTC",,https://s.yimg.com/ny/api/res/1.2/smlsL4oIhdhsUwAxarZLAw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTMzNQ--/https://media.zenfs.com/ko/ebc.net.tw/db526c0b652766eb5e05a8d42089ea8d
